WISE3_ID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CLIM_PRECIPITATION_DATA,CLIM_GDD,CLIM_ARIDITY_INDEX,CLIM_KOPGEIGER,CKIM_FAO_LGP,CLIM_MODIS_evapotrans,clim_precip_novdecjan,clim_precip_febmarapr,clim_precip_mayjunjul,clim_precip_augsepoct,topog_elevation,topog_geolage,topog_slope_global,topog_landform_global,topog_twi_global,topog_topi_global,topog_israd_global,landcover_modis_2012,vegind_modis_evi_m,vegind_modis_evi_sd,WISE3_FAO_74
NE0240,13.8333333333,2.1,405.0,8727.0,0.1905,6,4,0.0,0.0,1.0,61.0,74.0,258.0,80,2,7,1180.0,1.569,1551.25,16,666.0,92.0,Bf
NE0241,13.3486111111,2.46944444444,496.0,8657.0,0.2376,6,5,941.0,0.0,1.0,81.0,83.0,256.0,80,2,7,1210.0,1.569,1551.25,7,1030.0,211.0,Bf
NE0242,13.3216666667,2.46111111111,501.0,8657.0,0.2389,6,5,903.0,0.0,1.0,82.0,83.0,211.0,80,1,7,1230.0,1.563,1551.25,10,1244.0,251.0,Bf
NE0243,13.4038888889,2.41222222222,489.0,8657.0,0.2337,6,5,873.0,0.0,1.0,80.0,82.0,242.0,80,0,7,1240.0,1.569,1551.25,12,1165.0,300.0,Bf
NE0244,13.4008333333,2.40944444444,489.0,8657.0,0.2337,6,5,873.0,0.0,1.0,80.0,82.0,242.0,80,0,7,1240.0,1.569,1551.25,12,1165.0,300.0,Bf
NE0245,13.6113888889,2.64638888889,432.0,8582.0,0.2057,6,5,778.0,0.0,0.0,68.0,75.0,215.0,65,4,7,1190.0,1.564,1551.25,14,1512.0,553.0,Bf
NE0246,13.1083333333,1.73388888889,547.0,8654.0,0.2599,6,5,1502.0,0.0,2.0,90.0,91.0,210.0,67,1,7,1270.0,1.566,1551.25,10,1869.0,539.0,Bf
NE0247,13.3152777778,2.64055555556,493.0,8610.0,0.2367,6,5,904.0,0.0,1.0,80.0,83.0,242.0,80,2,7,1240.0,1.565,1551.25,14,1404.0,363.0,Bf
NE0248,12.2647222222,3.57027777778,630.0,8545.0,0.3123,6,6,2915.0,0.0,4.0,99.0,107.0,179.0,80,1,7,1280.0,1.565,1551.25,14,2494.0,875.0,Bf
NE0249,13.7258333333,1.74027777778,409.0,8742.0,0.1921,6,4,655.0,0.0,2.0,60.0,74.0,220.0,80,3,7,1220.0,1.567,1551.25,16,975.0,186.0,Bf
NE0250,13.2891666667,2.36777777778,530.0,8657.0,0.2522,6,5,981.0,0.0,2.0,86.0,88.0,207.0,80,3,7,1210.0,1.565,1551.25,10,1128.0,216.0,Bf
NE0251,13.6519444444,2.53805555556,425.0,8582.0,0.2029,6,5,710.0,0.0,0.0,67.0,75.0,263.0,80,1,7,1200.0,1.567,1551.25,16,1052.0,245.0,Bf
NE0252,13.6522222222,2.5375,425.0,8582.0,0.2029,6,5,710.0,0.0,0.0,67.0,75.0,263.0,80,1,7,1200.0,1.567,1551.25,16,1052.0,245.0,Bf
NE0253,13.2013888889,1.32138888889,546.0,8607.0,0.2616,6,5,1503.0,0.0,3.0,93.0,86.0,299.0,67,1,4,1270.0,1.571,1551.25,10,2067.0,676.0,Bf
NE0254,13.7261111111,1.74083333333,409.0,8742.0,0.1921,6,4,655.0,0.0,2.0,60.0,74.0,220.0,80,3,7,1220.0,1.567,1551.25,16,975.0,186.0,Bf
NE0255,14.1833333333,1.51805555556,394.0,8649.0,0.1856,6,4,541.0,0.0,2.0,55.0,75.0,210.0,67,1,7,1240.0,1.567,1551.25,10,1348.0,293.0,Bv
NE0256,13.7877777778,1.13472222222,426.0,8630.0,0.2012,6,4,630.0,0.0,2.0,63.0,76.0,236.0,67,1,7,1280.0,1.568,1551.25,14,1374.0,313.0,Bv
NE0257,13.8877777778,1.60611111111,376.0,8742.0,0.1768,6,4,549.0,0.0,1.0,54.0,70.0,222.0,67,3,7,1210.0,1.568,1551.25,16,1033.0,212.0,Bv
NE0258,14.1736111111,1.54555555556,389.0,8649.0,0.1833,6,4,522.0,0.0,2.0,54.0,74.0,214.0,67,2,7,1230.0,1.567,1551.25,10,1353.0,301.0,Bv
NE0259,13.7622222222,1.71222222222,397.0,8742.0,0.1859,6,4,689.0,0.0,1.0,58.0,73.0,201.0,67,1,7,1220.0,1.565,1551.25,14,1317.0,328.0,Bv
NE0260,14.1147222222,1.04277777778,374.0,8675.0,0.1766,6,4,564.0,0.0,2.0,53.0,70.0,265.0,67,2,7,1210.0,1.566,1551.25,7,949.0,68.0,Bv
NE0261,13.6386111111,1.83527777778,435.0,8742.0,0.2032,6,5,926.0,0.0,2.0,66.0,77.0,192.0,67,3,7,1200.0,1.564,1551.25,14,1626.0,571.0,Yh
NE0262,14.1444444444,1.03777777778,364.0,8675.0,0.1719,6,4,575.0,0.0,2.0,52.0,68.0,251.0,67,3,7,1220.0,1.566,1551.25,10,889.0,58.0,Bc
NE0263,13.0380555556,1.25277777778,573.0,8607.0,0.2725,6,5,1516.0,0.0,3.0,95.0,93.0,237.0,67,0,7,1290.0,1.567,1551.25,14,1918.0,675.0,Yh
NE0264,13.7075,1.75722222222,416.0,8742.0,0.1947,6,4,792.0,0.0,2.0,62.0,75.0,203.0,67,2,7,1220.0,1.565,1551.25,14,1450.0,482.0,Bc
NE0265,13.3925,2.43361111111,486.0,8657.0,0.2314,6,5,911.0,0.0,1.0,79.0,82.0,229.0,80,2,7,1230.0,1.564,1551.25,10,1341.0,390.0,Jd
NE0266,13.6486111111,1.83138888889,435.0,8742.0,0.2029,6,5,761.0,0.0,2.0,66.0,77.0,191.0,67,2,7,1210.0,1.564,1551.25,7,1311.0,424.0,Je
NE0267,14.1541666667,1.49694444444,390.0,8675.0,0.1836,6,4,0.0,0.0,2.0,54.0,74.0,199.0,67,0,7,1250.0,1.567,1551.25,12,2469.0,919.0,Je
NE0268,13.6422222222,1.83333333333,435.0,8742.0,0.2029,6,5,0.0,0.0,2.0,66.0,77.0,191.0,67,1,7,1210.0,1.563,1551.25,10,808.0,369.0,Je
NE0269,13.0366666667,1.26861111111,571.0,8607.0,0.2725,6,5,1582.0,0.0,3.0,95.0,92.0,236.0,67,1,7,1290.0,1.567,1551.25,10,2037.0,725.0,Je
NE0270,11.9952777778,3.57194444444,722.0,8481.0,0.3608,3,6,4242.0,0.0,5.0,115.0,121.0,168.0,65,0,7,1270.0,1.565,1551.25,14,2419.0,618.0,Je
NE0271,13.6461111111,1.82916666667,435.0,8742.0,0.2029,6,5,761.0,0.0,2.0,66.0,77.0,191.0,67,2,7,1210.0,1.564,1551.25,7,1311.0,424.0,Je
NE0272,13.1469444444,1.78611111111,547.0,8654.0,0.2601,6,5,1062.0,0.0,2.0,89.0,91.0,230.0,67,4,7,1240.0,1.566,1551.25,14,1227.0,299.0,Fo
NE0273,11.9769444444,3.55333333333,730.0,8481.0,0.3649,3,6,3551.0,0.0,5.0,116.0,122.0,180.0,65,2,7,1250.0,1.566,1551.25,14,2366.0,819.0,Fr
NE0274,13.4036111111,2.41194444444,489.0,8657.0,0.2337,6,5,873.0,0.0,1.0,80.0,82.0,242.0,80,0,7,1240.0,1.569,1551.25,12,1165.0,300.0,Fr
NE0275,11.9741666667,3.55388888889,735.0,8481.0,0.3678,3,6,3121.0,0.0,5.0,117.0,123.0,184.0,65,2,7,1250.0,1.566,1551.25,14,2040.0,697.0,Fr
NE0276,13.2769444444,2.35416666667,532.0,8657.0,0.2526,6,5,1071.0,0.0,2.0,86.0,89.0,178.0,80,1,7,1230.0,1.564,1551.25,10,1594.0,397.0,Gd
NE0277,11.8011111111,3.57111111111,828.0,8481.0,0.4154,3,6,3203.0,0.0,7.0,128.0,140.0,162.0,65,1,7,1300.0,1.564,1551.25,14,2247.0,737.0,Gd
NE0278,13.3994444444,2.18555555556,524.0,8657.0,0.2467,6,5,1277.0,0.0,2.0,84.0,88.0,180.0,67,0,7,1210.0,1.563,1551.25,14,1949.0,527.0,Gd
NE0279,13.2805555556,2.35805555556,532.0,8657.0,0.2526,6,5,1071.0,0.0,2.0,86.0,89.0,178.0,80,1,7,1230.0,1.564,1551.25,10,1594.0,397.0,Gd
NE0280,12.2594444444,3.56194444444,629.0,8545.0,0.3115,6,6,2851.0,0.0,4.0,99.0,107.0,178.0,65,0,7,1290.0,1.566,1551.25,14,2401.0,810.0,Gd
NE0281,13.6472222222,1.83083333333,435.0,8742.0,0.2029,6,5,761.0,0.0,2.0,66.0,77.0,191.0,67,2,7,1210.0,1.564,1551.25,7,1311.0,424.0,Gd
NE0282,13.1088888889,1.7375,547.0,8654.0,0.2599,6,5,1436.0,0.0,2.0,90.0,91.0,210.0,67,0,7,1280.0,1.566,1551.25,12,1891.0,532.0,Ge
NE0283,14.1883333333,1.50166666667,396.0,8649.0,0.1866,6,4,547.0,0.0,2.0,55.0,75.0,205.0,67,0,7,1250.0,1.567,1551.25,14,1316.0,315.0,Ge
NE0284,14.1672222222,1.03638888889,359.0,8675.0,0.1696,6,4,829.0,0.0,2.0,51.0,67.0,252.0,67,2,7,1220.0,1.565,1551.25,14,1628.0,561.0,Ge
NE0285,14.1575,1.13777777778,363.0,8675.0,0.1713,6,4,478.0,0.0,2.0,51.0,69.0,240.0,67,1,7,1230.0,1.567,1551.25,10,1197.0,251.0,Ge
NE0286,11.7763888889,3.58194444444,839.0,8481.0,0.4211,3,6,3458.0,0.0,8.0,129.0,142.0,163.0,65,0,7,1310.0,1.567,1551.25,14,2278.0,871.0,Ge
NE0287,14.0333333333,3.28333333333,350.0,8723.0,0.1678,6,4,665.0,0.0,0.0,54.0,63.0,221.0,65,0,7,1310.0,1.567,1551.25,14,1562.0,467.0,Ge
NE0288,13.2861111111,2.35055555556,531.0,8657.0,0.2518,6,5,1608.0,0.0,2.0,86.0,88.0,186.0,80,2,7,1230.0,1.564,1551.25,12,1985.0,504.0,Ge
NE0289,11.9916666667,3.575,725.0,8481.0,0.3626,3,6,3548.0,0.0,5.0,115.0,121.0,171.0,65,0,7,1280.0,1.564,1551.25,13,2662.0,643.0,Ge
NE0290,13.1083333333,1.73805555556,547.0,8654.0,0.2599,6,5,1502.0,0.0,2.0,90.0,91.0,210.0,67,1,7,1270.0,1.566,1551.25,10,1869.0,539.0,Ge
NE0291,13.2819444444,2.35027777778,532.0,8657.0,0.2526,6,5,1071.0,0.0,2.0,86.0,89.0,178.0,80,1,7,1230.0,1.564,1551.25,10,1594.0,397.0,Ge
NE0292,12.7313888889,2.89027777778,614.0,8558.0,0.2976,6,5,1958.0,0.0,3.0,92.0,109.0,178.0,65,0,7,1280.0,1.567,1551.25,10,2034.0,468.0,Ge
NE0293,13.1091666667,1.73888888889,547.0,8654.0,0.2599,6,5,1436.0,0.0,2.0,90.0,91.0,210.0,67,0,7,1280.0,1.566,1551.25,12,1891.0,532.0,Ge
NE0294,13.2847222222,2.35138888889,531.0,8657.0,0.2518,6,5,1608.0,0.0,2.0,86.0,88.0,186.0,80,2,7,1230.0,1.564,1551.25,12,1985.0,504.0,Ge
NE0295,13.2694444444,2.91305555556,519.0,8610.0,0.2491,6,5,1077.0,0.0,1.0,81.0,91.0,196.0,65,0,7,1290.0,1.568,1551.25,10,1642.0,394.0,Ge
NE0296,12.2555555556,3.56305555556,632.0,8545.0,0.3133,6,6,2634.0,0.0,4.0,100.0,107.0,177.0,65,0,7,1290.0,1.566,1551.25,10,2277.0,738.0,Ge
NE0297,13.4930555556,2.92638888889,475.0,8610.0,0.2274,6,5,836.0,0.0,2.0,74.0,83.0,201.0,65,0,7,1290.0,1.568,1551.25,14,1571.0,336.0,Ge
NE0298,14.3461111111,1.24888888889,326.0,8675.0,0.1534,4,4,0.0,0.0,1.0,44.0,64.0,208.0,67,1,7,1260.0,1.567,1551.25,12,2372.0,931.0,Ge
NE0299,13.6658333333,1.82527777778,430.0,8742.0,0.2006,6,5,0.0,0.0,2.0,65.0,77.0,189.0,67,1,7,1230.0,1.563,1551.25,10,1932.0,723.0,Ge
NE0300,14.3469444444,1.25222222222,329.0,8675.0,0.1548,4,4,1064.0,0.0,1.0,44.0,64.0,209.0,67,1,7,1260.0,1.567,1551.25,12,2231.0,717.0,Ge
NE0301,13.5797222222,1.95583333333,459.0,8742.0,0.2139,6,5,944.0,0.0,1.0,71.0,81.0,194.0,67,4,7,1170.0,1.561,1505.625,10,1794.0,618.0,Ge
NE0302,13.42,2.16777777778,521.0,8657.0,0.2451,6,5,1001.0,0.0,2.0,83.0,88.0,182.0,67,1,7,1230.0,1.563,1551.25,7,1499.0,459.0,Ge
NE0303,13.6161111111,1.86555555556,445.0,8742.0,0.208,6,5,925.0,0.0,2.0,68.0,79.0,205.0,67,3,7,1200.0,1.564,1551.25,14,1625.0,524.0,Ge
NE0304,11.9783333333,3.55277777778,730.0,8481.0,0.3649,3,6,3551.0,0.0,5.0,116.0,122.0,180.0,65,2,7,1250.0,1.566,1551.25,14,2366.0,819.0,U
NE0305,13.2369444444,1.87222222222,534.0,8654.0,0.2533,6,5,959.0,0.0,2.0,86.0,90.0,242.0,67,5,7,1200.0,1.563,1551.25,10,1168.0,227.0,Rd
NE0306,14.095,1.20138888889,377.0,8675.0,0.179,6,4,0.0,0.0,2.0,53.0,71.0,291.0,67,1,7,1200.0,1.569,1551.25,16,772.0,86.0,Rd
NE0307,13.1166666667,3.25,544.0,8618.0,0.2643,6,5,1424.0,0.0,2.0,83.0,96.0,243.0,65,0,7,1230.0,1.57,1551.25,14,1528.0,406.0,Rd
NE0308,13.6197222222,1.35083333333,444.0,8630.0,0.2094,6,4,754.0,0.0,2.0,69.0,77.0,220.0,67,0,7,1260.0,1.567,1551.25,10,1222.0,322.0,Rd
NE0309,13.1644444444,1.95888888889,550.0,8654.0,0.262,6,5,1150.0,0.0,2.0,89.0,93.0,247.0,80,4,7,1200.0,1.566,1551.25,10,1421.0,343.0,Rd
NE0310,12.8016666667,2.48888888889,602.0,8544.0,0.2901,6,5,1747.0,0.0,3.0,94.0,103.0,198.0,67,1,7,1250.0,1.567,1551.25,14,1781.0,568.0,Bd
NE0311,13.6508333333,2.54027777778,425.0,8582.0,0.2029,6,5,710.0,0.0,0.0,67.0,75.0,263.0,80,1,7,1200.0,1.567,1551.25,16,1052.0,245.0,Rd
NE0312,14.1033333333,1.20111111111,375.0,8675.0,0.1782,6,4,488.0,0.0,2.0,52.0,71.0,290.0,67,1,7,1200.0,1.57,1551.25,16,768.0,91.0,Rd
NE0313,13.7425,1.76166666667,407.0,8742.0,0.191,6,4,639.0,0.0,2.0,60.0,74.0,226.0,80,2,7,1240.0,1.566,1551.25,16,970.0,202.0,Rd
NE0314,13.3138888889,2.18138888889,543.0,8657.0,0.2584,6,5,909.0,0.0,2.0,87.0,91.0,263.0,80,3,7,1230.0,1.565,1551.25,10,1110.0,268.0,Rd
NE0315,13.3408333333,2.46722222222,497.0,8657.0,0.2376,6,5,945.0,0.0,1.0,81.0,83.0,254.0,80,4,7,1210.0,1.566,1551.25,10,1151.0,250.0,Rd
NE0316,13.5447222222,2.70583333333,450.0,8582.0,0.2157,6,5,880.0,0.0,1.0,71.0,78.0,258.0,80,3,7,1190.0,1.567,1551.25,10,1249.0,327.0,Rd
NE0317,13.3980555556,2.40638888889,492.0,8657.0,0.2345,6,5,873.0,0.0,1.0,80.0,83.0,240.0,80,0,7,1240.0,1.57,1551.25,14,1303.0,344.0,Bd
NE0318,13.3966666667,2.40527777778,492.0,8657.0,0.2345,6,5,873.0,0.0,1.0,80.0,83.0,240.0,80,0,7,1240.0,1.57,1551.25,14,1303.0,344.0,Rd
NE0319,13.3563888889,2.47166666667,493.0,8657.0,0.2362,6,5,929.0,0.0,1.0,81.0,83.0,257.0,80,1,7,1210.0,1.57,1551.25,10,1202.0,273.0,Rd
NE0320,13.3947222222,2.40333333333,492.0,8657.0,0.2345,6,5,873.0,0.0,1.0,80.0,83.0,240.0,80,0,7,1240.0,1.57,1551.25,14,1303.0,344.0,Rd
NE0321,13.3563888889,2.47194444444,493.0,8657.0,0.2362,6,5,929.0,0.0,1.0,81.0,83.0,257.0,80,1,7,1210.0,1.57,1551.25,10,1202.0,273.0,Rd
NE0322,13.4016666667,2.41,489.0,8657.0,0.2337,6,5,873.0,0.0,1.0,80.0,82.0,242.0,80,0,7,1240.0,1.569,1551.25,12,1165.0,300.0,Rd
NE0323,13.6513888889,2.53944444444,425.0,8582.0,0.2029,6,5,710.0,0.0,0.0,67.0,75.0,263.0,80,1,7,1200.0,1.567,1551.25,16,1052.0,245.0,Rd
NE0324,13.3616666667,2.47333333333,492.0,8657.0,0.2355,6,5,936.0,0.0,1.0,80.0,83.0,255.0,80,1,7,1220.0,1.569,1551.25,10,1211.0,283.0,Rd
NE0325,13.6519444444,2.53888888889,425.0,8582.0,0.2029,6,5,710.0,0.0,0.0,67.0,75.0,263.0,80,1,7,1200.0,1.567,1551.25,16,1052.0,245.0,Rd
NE0326,13.3411111111,2.46722222222,497.0,8657.0,0.2376,6,5,945.0,0.0,1.0,81.0,83.0,254.0,80,4,7,1210.0,1.566,1551.25,10,1151.0,250.0,Rd
NE0327,13.8763888889,1.59944444444,375.0,8742.0,0.176,6,4,0.0,0.0,1.0,54.0,70.0,201.0,67,3,7,1230.0,1.566,1551.25,14,1460.0,459.0,Re
NE0328,13.79,1.79333333333,401.0,8742.0,0.1889,6,4,608.0,0.0,1.0,58.0,74.0,268.0,80,1,7,1260.0,1.57,1551.25,7,937.0,182.0,Re
NE0329,13.2369444444,1.28638888889,539.0,8607.0,0.2581,6,5,1579.0,0.0,3.0,91.0,86.0,291.0,67,1,4,1250.0,1.568,1551.25,7,2200.0,591.0,Be
NE0330,13.1094444444,1.33472222222,558.0,8607.0,0.2666,6,5,1472.0,0.0,3.0,94.0,89.0,255.0,67,1,4,1290.0,1.568,1551.25,10,1826.0,683.0,Lf
NE0331,13.1630555556,2.37194444444,549.0,8657.0,0.2616,6,5,1157.0,0.0,2.0,89.0,92.0,177.0,80,5,7,1230.0,1.561,1551.25,7,1124.0,322.0,Lf
NE0332,14.1941666667,1.54694444444,389.0,8649.0,0.1835,6,4,461.0,0.0,2.0,54.0,74.0,223.0,67,1,7,1230.0,1.567,1551.25,16,1057.0,143.0,Lf
NE0333,14.2091666667,1.48777777778,392.0,8675.0,0.1851,6,4,478.0,0.0,2.0,54.0,75.0,227.0,67,4,7,1210.0,1.566,1551.25,16,1230.0,180.0,Lf
NE0334,14.1563888889,1.48638888889,390.0,8675.0,0.1837,6,4,1123.0,0.0,2.0,54.0,74.0,199.0,67,0,7,1240.0,1.567,1551.25,12,1877.0,681.0,Lg
NE0335,14.1525,1.50111111111,390.0,8649.0,0.1836,6,4,721.0,0.0,2.0,54.0,74.0,200.0,67,1,7,1250.0,1.567,1551.25,10,2055.0,594.0,Lg
NE0336,12.2602777778,3.56444444444,629.0,8545.0,0.3115,6,6,2851.0,0.0,4.0,99.0,107.0,178.0,65,0,7,1290.0,1.566,1551.25,14,2401.0,810.0,Lg
NE0337,13.1052777778,1.73388888889,547.0,8654.0,0.2599,6,5,1502.0,0.0,2.0,90.0,91.0,210.0,67,1,7,1270.0,1.566,1551.25,10,1869.0,539.0,Lg
NE0338,13.2811111111,2.35861111111,531.0,8657.0,0.2518,6,5,1634.0,0.0,2.0,86.0,88.0,184.0,80,3,7,1230.0,1.564,1551.25,12,1794.0,419.0,Lg
NE0339,14.1669444444,1.0375,359.0,8675.0,0.1696,6,4,829.0,0.0,2.0,51.0,67.0,252.0,67,2,7,1220.0,1.565,1551.25,14,1628.0,561.0,Lg
NE0340,14.1527777778,1.48638888889,390.0,8675.0,0.1837,6,4,1123.0,0.0,2.0,54.0,74.0,199.0,67,0,7,1240.0,1.567,1551.25,12,1877.0,681.0,Lg
NE0341,13.4022222222,2.18944444444,521.0,8657.0,0.2456,6,5,1502.0,0.0,2.0,83.0,88.0,180.0,67,1,7,1220.0,1.564,1551.25,14,2053.0,486.0,Lg
NE0343,13.6877777778,1.73777777778,419.0,8742.0,0.1957,6,4,1581.0,0.0,2.0,62.0,75.0,190.0,67,0,7,1220.0,1.564,1551.25,10,2483.0,691.0,Lg
NE0344,13.6888888889,1.73944444444,419.0,8742.0,0.1957,6,4,1581.0,0.0,2.0,62.0,75.0,190.0,67,0,7,1220.0,1.564,1551.25,10,2483.0,691.0,Lg
NE0346,11.8302777778,3.55388888889,819.0,8481.0,0.4105,3,6,3244.0,0.0,7.0,127.0,138.0,162.0,65,0,7,1290.0,1.564,1551.25,14,2357.0,841.0,Lg
NE0347,13.6316666667,1.87638888889,441.0,8742.0,0.2055,6,5,857.0,0.0,2.0,67.0,78.0,188.0,67,4,7,1200.0,1.56,1551.25,10,1267.0,415.0,Lg
NE0349,14.1572222222,1.49611111111,390.0,8675.0,0.1836,6,4,0.0,0.0,2.0,54.0,74.0,199.0,67,0,7,1250.0,1.567,1551.25,12,2469.0,919.0,Yl
NE0351,14.1530555556,1.13361111111,363.0,8675.0,0.1713,6,4,478.0,0.0,2.0,51.0,69.0,240.0,67,1,7,1230.0,1.567,1551.25,10,1197.0,251.0,Lg
NE0352,13.3302777778,2.82722222222,500.0,8610.0,0.2396,6,5,958.0,0.0,1.0,79.0,87.0,199.0,80,2,7,1240.0,1.566,1551.25,14,1641.0,387.0,Lg
NE0353,13.6377777778,1.83944444444,435.0,8742.0,0.2032,6,5,926.0,0.0,2.0,66.0,77.0,192.0,67,3,7,1200.0,1.564,1551.25,14,1626.0,571.0,Lo
NE0354,13.6388888889,1.84111111111,435.0,8742.0,0.2032,6,5,926.0,0.0,2.0,66.0,77.0,192.0,67,3,7,1200.0,1.564,1551.25,14,1626.0,571.0,Lo
NE0355,13.0194444444,1.70083333333,557.0,8654.0,0.2651,6,5,1579.0,0.0,2.0,91.0,93.0,220.0,67,1,7,1290.0,1.567,1551.25,10,1734.0,560.0,Lo
NE0356,13.805,1.66361111111,388.0,8742.0,0.1819,6,4,620.0,0.0,1.0,56.0,72.0,202.0,67,1,7,1230.0,1.567,1551.25,16,1177.0,276.0,Lo
NE0357,13.8841666667,1.60388888889,376.0,8742.0,0.1768,6,4,549.0,0.0,1.0,54.0,70.0,222.0,67,3,7,1210.0,1.568,1551.25,16,1033.0,212.0,Lo
NE0358,13.8711111111,1.59666666667,376.0,8742.0,0.1765,6,4,627.0,0.0,1.0,54.0,70.0,200.0,67,2,7,1230.0,1.566,1551.25,14,1424.0,392.0,Lo
NE0359,13.1411111111,1.7825,546.0,8654.0,0.2592,6,5,1122.0,0.0,2.0,89.0,90.0,223.0,67,1,7,1270.0,1.566,1551.25,10,1403.0,350.0,Lo
NE0360,13.7402777778,1.75694444444,409.0,8742.0,0.192,6,4,650.0,0.0,2.0,60.0,74.0,222.0,80,1,7,1240.0,1.567,1551.25,16,1171.0,281.0,Lo
NE0361,12.7952777778,2.47972222222,602.0,8544.0,0.2898,6,5,1742.0,0.0,3.0,94.0,103.0,180.0,67,3,7,1250.0,1.565,1551.25,14,1949.0,660.0,Lo
NE0362,14.1575,1.04138888889,363.0,8675.0,0.1714,6,4,616.0,0.0,2.0,51.0,68.0,253.0,67,3,7,1210.0,1.566,1551.25,10,1118.0,162.0,Lo
NE0363,14.2755555556,1.42777777778,369.0,8675.0,0.1734,6,4,532.0,0.0,2.0,51.0,71.0,217.0,67,2,7,1230.0,1.565,1551.25,14,1154.0,257.0,Lo
NE0364,14.1511111111,1.53027777778,390.0,8649.0,0.1837,6,4,595.0,0.0,2.0,54.0,74.0,210.0,67,1,7,1230.0,1.567,1551.25,14,1519.0,383.0,Lo
NE0365,13.1713888889,2.3725,549.0,8657.0,0.2613,6,5,1156.0,0.0,2.0,89.0,92.0,177.0,80,4,7,1230.0,1.561,1551.25,7,1211.0,372.0,Lo
NE0366,13.6805555556,1.765,422.0,8742.0,0.1972,6,4,0.0,0.0,2.0,63.0,76.0,189.0,67,1,7,1210.0,1.563,1551.25,14,1779.0,482.0,Lo
NE0367,14.2430555556,1.44,378.0,8675.0,0.1781,6,4,613.0,0.0,2.0,52.0,72.0,211.0,67,2,7,1240.0,1.566,1551.25,12,1613.0,370.0,Lo
NE0368,14.1655555556,1.04027777778,360.0,8675.0,0.1702,6,4,0.0,0.0,2.0,51.0,67.0,250.0,67,2,7,1220.0,1.565,1551.25,14,1262.0,257.0,Lo
NE0369,14.1780555556,1.56111111111,387.0,8649.0,0.1825,6,4,452.0,0.0,2.0,54.0,74.0,219.0,67,1,7,1220.0,1.564,1551.25,16,1003.0,164.0,Lg
NE0370,14.1333333333,1.55638888889,387.0,8649.0,0.1823,6,4,471.0,0.0,2.0,54.0,73.0,214.0,80,2,7,1210.0,1.564,1551.25,10,1182.0,192.0,Lg
NE0371,14.1255555556,1.5375,389.0,8649.0,0.1832,6,4,521.0,0.0,2.0,54.0,74.0,207.0,80,1,7,1230.0,1.566,1551.25,14,1339.0,272.0,Lg
NE0372,13.7619444444,1.69833333333,398.0,8742.0,0.1864,6,4,710.0,0.0,1.0,58.0,73.0,205.0,67,2,7,1230.0,1.566,1551.25,10,1480.0,559.0,Lg
NE0373,13.6961111111,1.81333333333,423.0,8742.0,0.1983,6,4,708.0,0.0,2.0,63.0,76.0,220.0,67,3,7,1220.0,1.566,1551.25,10,1036.0,248.0,Lg
NE0374,13.7388888889,1.75333333333,409.0,8742.0,0.192,6,4,650.0,0.0,2.0,60.0,74.0,222.0,80,1,7,1240.0,1.567,1551.25,16,1171.0,281.0,Lg
NE0375,13.7905555556,1.68666666667,393.0,8742.0,0.1838,6,4,561.0,0.0,1.0,57.0,73.0,210.0,67,2,7,1220.0,1.567,1551.25,16,1303.0,407.0,Lg
NE0376,13.8058333333,1.66388888889,388.0,8742.0,0.1819,6,4,620.0,0.0,1.0,56.0,72.0,202.0,67,1,7,1230.0,1.567,1551.25,16,1177.0,276.0,Lg
NE0377,13.4066666667,2.19722222222,520.0,8657.0,0.2451,6,5,993.0,0.0,2.0,83.0,88.0,186.0,67,1,7,1230.0,1.564,1551.25,14,1905.0,650.0,Lg
NE0378,14.2025,1.46444444444,392.0,8675.0,0.1849,6,4,0.0,0.0,2.0,54.0,74.0,211.0,67,2,7,1230.0,1.567,1551.25,14,1393.0,329.0,Lg
NE0379,13.7836111111,1.70083333333,393.0,8742.0,0.1845,6,4,584.0,0.0,1.0,57.0,73.0,223.0,67,2,7,1220.0,1.568,1551.25,16,947.0,205.0,Yl
NE0380,14.1822222222,1.49555555556,395.0,8675.0,0.1861,6,4,603.0,0.0,2.0,55.0,75.0,205.0,67,1,7,1240.0,1.567,1551.25,14,1389.0,324.0,Lk
NE0381,14.2655555556,1.41611111111,368.0,8675.0,0.1732,6,4,745.0,0.0,2.0,50.0,71.0,204.0,67,0,7,1260.0,1.566,1551.25,10,1810.0,438.0,Lk
NE0382,14.1930555556,1.47361111111,393.0,8675.0,0.1853,6,4,0.0,0.0,2.0,55.0,75.0,208.0,67,2,7,1240.0,1.566,1551.25,16,1359.0,326.0,Lk
NE0383,13.6788888889,1.77138888889,424.0,8742.0,0.1982,6,4,844.0,0.0,2.0,63.0,76.0,192.0,67,2,7,1210.0,1.563,1551.25,14,1569.0,511.0,Lk
NE0384,13.7997222222,1.65666666667,388.0,8742.0,0.1819,6,4,611.0,0.0,1.0,56.0,72.0,206.0,67,1,7,1240.0,1.567,1551.25,7,1299.0,361.0,Lk
NE0385,13.6588888889,1.84222222222,432.0,8742.0,0.2011,6,5,821.0,0.0,2.0,65.0,77.0,197.0,67,2,7,1220.0,1.563,1551.25,14,1655.0,509.0,Lk
NE0386,13.1063888889,1.29055555556,560.0,8607.0,0.2675,6,5,1416.0,0.0,3.0,94.0,89.0,251.0,67,0,4,1290.0,1.567,1551.25,10,1944.0,732.0,Lc
